Name,Episodes,Released Year,Language,Rating,Ranking
The Princess and the Werewolf,30,2023,Chinese,8.0,2372
Discovery of Romance,26,2022,Chinese,7.7,3665
Big Bet,8,2022,Korean,7.5,5234
The Colors of Our Time,4,2020,Korean,7.4,6112
Bishoku Tantei Akechi Goro,9,2020,Japanese,7.6,4516
Kaew Klang Dong,14,2019,Thai,7.7,3652
The Queen of Attack,18,2021,Chinese,7.6,4960
Nanase Futatabi,10,2008,Japanese,7.2,7666
The Man Ripped From the Sky,20,2021,Chinese,7.2,7325
Dying Eye,6,2019,Japanese,7.2,7547
"Dear Doctor, I'm Coming for Soul",12,2022,Thai,7.7,3808
High-end Crush,20,2015,Korean,7.7,3975
She,5,2015,Japanese,7.3,7091
Record of Youth,16,2020,Korean,7.5,5421
My Roommate Is a Detective,36,2020,Chinese,8.3,841
Kindaichi Shonen no Jikenbo,8,1995,Japanese,7.9,2908
Play Guide,5,2013,Korean,7.1,8060
Rules of Zoovenia,24,2019,Chinese,7.6,5129
When My Love Blooms,16,2020,Korean,7.8,3178
La Robe De Mariage Des Cieux,19,2004,Taiwanese,7.1,7923
10 Years Ticket,16,2022,Thai,7.8,3184
Go Back Couple,12,2017,Korean,8.6,380
Meteor Garden Season 2,31,2002,Taiwanese,7.1,7881
Kekkon Aite wa Chusen de,8,2018,Japanese,7.7,4085
Sweet Sweet,22,2021,Chinese,7.7,4183
Soulmate,12,2006,Korean,7.5,5517
Cruel Love,20,2007,Korean,7.0,8234
Jugglers,16,2017,Korean,7.7,3863
The Nokdu Flower,48,2019,Korean,8.3,976
Bitter Blood,11,2014,Japanese,8.3,872
WATCHER,16,2019,Korean,8.3,1133
Empress Ki,51,2013,Korean,8.6,385
Whisper,17,2017,Korean,7.7,4137
Mia 2018,28,2018,Thai,7.6,4690
The Wind Blows From Longxi,24,2022,Chinese,8.1,1637
Mr Honesty,31,2020,Chinese,7.9,2584
A Pledge to God,48,2018,Korean,7.6,4699
Tiger & Dragon,11,2005,Japanese,8.0,2166
Samee,14,2013,Thai,7.6,4975
Amanza,10,2020,Korean,8.4,761
"Please, Summer",8,2020,Korean,7.3,6672
Lookism,38,2019,Chinese,7.7,3681
Bloody Romance,36,2018,Chinese,7.9,2730
Let Me Off the Earth,45,2020,Korean,7.6,5135
Move to Heaven,10,2021,Korean,9.2,10
Our Days,12,2022,Thai,7.0,8418
The Cravings Season 2,10,2016,Korean,7.4,6527
Seito Shokun!,10,2007,Japanese,7.1,8013
Buried City to Shut All Lights,36,2018,Chinese,7.6,5028
Ruk Laek Pop,28,2020,Thai,7.8,3210
The Listener,36,2019,Chinese,7.9,2814
Kore wa Keihi de Ochimasen!,10,2019,Japanese,7.9,2824
The Birth of The Drama King,24,2019,Chinese,7.7,3936
The Perfect Match,22,2017,Taiwanese,7.8,3549
Undercover,16,2021,Korean,8.0,2290
Thirty But Seventeen,32,2018,Korean,8.5,559
Ex-Wife Stop Season 2,24,2023,Chinese,7.2,7422
Spy,16,2015,Korean,7.2,7443
Payu Sai,14,2021,Thai,7.6,4633
Assassin Academy,18,2021,Chinese,7.6,5134
Missing: The Other Side,12,2020,Korean,8.6,322
My Villain Husband,24,2022,Chinese,7.3,7224
Mia Taeng,14,2011,Thai,7.3,7092
Miss Korea,20,2013,Korean,7.3,7018
Chocolate,16,2019,Korean,8.1,1766
The Temperature of Language: Our Nineteen,16,2020,Korean,7.8,3030
Itazura na Kiss,9,1996,Japanese,6.9,8563
All of Us Are Dead,12,2022,Korean,8.5,495
Bubblegum,16,2015,Korean,7.2,7376
Juuken Sentai Gekiranger,49,2007,Japanese,7.9,2519
Be Yourself,14,2022,Chinese,7.6,4874
Legend of Lu Zhen,59,2013,Chinese,8.1,1869
All Is Well,46,2019,Chinese,8.2,1489
Itazura na Kiss: Love in Tokyo,16,2013,Japanese,7.9,2874
Ngao Hua Jai,16,2010,Thai,7.2,7500
My Roommate Is a Gumiho,16,2021,Korean,8.3,823
The Fugitive: Plan B,20,2010,Korean,7.5,5874
Kiina,9,2009,Japanese,7.4,6206
Bambino!,11,2007,Japanese,7.0,8361
Strangers from Hell,10,2019,Korean,8.7,268
Growing Season,12,2020,Korean,8.1,1677
Mr. X and I Season 2,6,2015,Chinese,7.1,7845
Here to Heart,48,2018,Chinese,7.5,5181
"My Love, Enlighten Me",24,2020,Chinese,8.3,1025
Tientsin Mystic,24,2017,Chinese,8.1,1710
Long For You,20,2017,Chinese,7.2,7438
Light on Me,16,2021,Korean,8.2,1270
With Love,12,1998,Japanese,7.4,6499
Love is The Best,33,2013,Chinese,7.0,8295
Ohisama,156,2011,Japanese,8.0,2229
Yuru Camp△,12,2020,Japanese,7.8,3102
Otto no Chinpo ga Hairanai,10,2019,Japanese,6.8,8799
Jao Sao Jum Yorm,16,2018,Thai,7.9,2972
"Loving, Never Forgetting",34,2014,Chinese,7.6,4405
Ex-Wife Stop,25,2022,Chinese,7.2,7259
Next Door Witch J,12,2021,Korean,7.2,7593
The Universe’s Star,21,2017,Korean,8.0,2257
Bangkok Love Stories: Charming Person,13,2017,Thai,7.4,6511
Kyouso no Musume,7,2022,Japanese,7.4,6526
Persona,4,2019,Korean,7.1,7794
Hide and Seek,48,2018,Korean,7.5,5651
The Man Who Can't Get Married,16,2009,Korean,7.2,7708
Kinou Nani Tabeta?,12,2019,Japanese,8.0,1969
Uncontrollably Fond,20,2016,Korean,8.1,1764
Kamen Rider Zi-O,49,2018,Japanese,7.5,5474
Seirei no Moribito Season 3,9,2017,Japanese,8.0,2090
Go Ahead,46,2020,Chinese,9.0,59
Hope - Kitai Zero no Shinnyu Shain,9,2016,Japanese,7.7,3980
Powerful Opponents,16,2008,Korean,7.1,8064
Duel,16,2017,Korean,8.4,735
Delightfully Deceitful,16,2023,Korean,7.9,2881
"Cheat On Me, if You Can",16,2020,Korean,7.8,3090
Hormones Season 2,13,2014,Thai,7.9,2962
Real:Time:Love,15,2019,Korean,7.4,5980
My Lucky Princess,18,2022,Chinese,7.5,5182
Glory Jane,24,2011,Korean,6.9,8454
Dekichatta Kekkon,11,2001,Japanese,7.2,7349
Don’t Forget My Love,24,2022,Chinese,7.3,7117
The Rebel,43,2021,Chinese,8.2,1160
The Way We Love,15,2019,Taiwanese,7.4,5986
The Queen of SOP,33,2012,Chinese,7.5,5416
"Good-bye, Mr. Black",20,2016,Korean,7.4,6142
Fondant Garden,16,2012,Taiwanese,7.3,7225
Plot Love,24,2021,Chinese,7.6,4937
King Flower,21,2013,Taiwanese,7.1,7993
My Precious You,54,2008,Korean,7.2,7770
Prince of Wolf,18,2016,Taiwanese,7.5,5191
Chuamong Tong Mon,14,2018,Thai,7.6,4844
Doctor X Season 6,10,2019,Japanese,8.1,1554
Frankenstein no Koi,10,2017,Japanese,7.4,6579
Run for Young,16,2020,Chinese,7.9,2966
Pandora no Kajitsu: Kagaku Hanzai Sousa File,10,2022,Japanese,7.7,4151
Oh! My Emperor,21,2018,Chinese,7.8,3571
Ai Naki Mori de Sakebe,7,2020,Japanese,7.1,7841
Dear Probationary Girlfriend,24,2022,Chinese,7.0,8320
You Are the Miracle,23,2019,Chinese,7.4,6163
"Marry Me, My Queen",24,2023,Chinese,7.2,7368
Rokuhodo Yotsuiro Biyori,10,2022,Japanese,8.1,1933
Fake It Till You Make It,14,2023,Chinese,8.1,1716
The Plough Department of Song Dynasty,36,2019,Chinese,7.8,3346
Let's Fight Ghost,16,2021,Thai,8.1,1600
My Sassy Princess,22,2022,Chinese,8.1,1918
Radiation House Season 2,11,2021,Japanese,7.8,3163
Legend of Hua Mulan,48,2013,Chinese,7.8,3455
Hook,13,2020,Thai,7.4,6108
Transit Girls,8,2015,Japanese,7.4,6181
HIStory2: Right or Wrong,8,2018,Taiwanese,7.8,3406
Iki mo Dekinai Natsu,11,2012,Japanese,7.2,7582
W no Higeki,8,2012,Japanese,7.7,3771
Royal Feast,40,2022,Chinese,7.9,2665
Miman Keisatsu: Midnight Runner,10,2020,Japanese,8.1,1599
Untouchable Lovers,54,2018,Chinese,7.5,5504
I Hear You,24,2019,Chinese,7.9,2796
Hana Kimi Remake,11,2011,Japanese,7.2,7645
As Long as You Love Me,46,2020,Chinese,7.2,7484
The Heirs,20,2013,Korean,7.6,5054
Sweet Enemy,124,2017,Korean,7.0,8242
The Undateables,32,2018,Korean,7.5,5342
Summer Strike,12,2022,Korean,8.3,836
Yareta Kamo Iinkai,8,2018,Japanese,7.0,8296
8.2 Byo no Hosoku,5,2022,Japanese,6.9,8495
Kamen Rider Saber,48,2020,Japanese,7.1,7840
Ab Ruk Online,15,2015,Thai,7.6,4626
Full House Take 2,32,2012,Korean,7.1,7892
Blowing in the Wind,28,2019,Chinese,7.5,5516
The Gifted,13,2018,Thai,8.6,386
Kazoku Game,10,2013,Japanese,8.6,356
Bangkok Love Stories 2: Plead,13,2019,Thai,7.7,4150
La Ong Dao,15,2017,Thai,7.2,7281
I Love You So Much,16,2012,Taiwanese,7.1,8068
99.9: Keiji Senmon Bengoshi Season 2,9,2018,Japanese,8.4,765
All Out of Love,70,2018,Chinese,7.3,6842
Awl,12,2015,Korean,7.8,3431
Konna Mirai wa Kiitenai,10,2018,Japanese,7.0,8417
Sweet Temptation,6,2015,Korean,7.2,7588
Club Friday Season 8: True Love…or Confusion,4,2017,Thai,7.2,7285
Go Go Squid!,41,2019,Chinese,8.5,561
In Time With You,13,2011,Taiwanese,8.1,1771
My Lovely Girl,16,2014,Korean,6.8,8725
Arthdal Chronicles Part 1: The Children of Prophecy,6,2019,Korean,8.5,453
Zenkamono,6,2021,Japanese,7.9,2580
Café Kilimanjaro,10,2020,Korean,7.3,7011
Kiss Me Again,14,2018,Thai,7.2,7407
One Fine Week,10,2019,Korean,7.9,2393
Ressha Sentai ToQger,47,2014,Japanese,8.1,1858
In Hand,11,2019,Japanese,8.0,2012
Hey Pro My Mountain Girl Second Season,12,2019,Chinese,7.5,5571
Fate,40,2020,Chinese,7.5,5739
Boku Dake ga 17-sai no Sekai de,8,2020,Japanese,8.0,2169
Proposal Daisakusen,11,2007,Japanese,7.6,4830
Don't Disturb My Study,24,2021,Chinese,8.3,875
He Is Psychometric,16,2019,Korean,8.3,889
Tatakau! Shoten Girl,9,2015,Japanese,7.2,7472
Children of a Lesser God,16,2018,Korean,8.0,2086
U-Prince: The Badly Politics,4,2017,Thai,7.9,2674
Bread and Soup and Cat Weather,4,2013,Japanese,7.8,3105
Dr. Tang,36,2022,Chinese,7.9,2731
Love & π,17,2018,Taiwanese,7.6,4458
Nothing Gold Can Stay,74,2017,Chinese,8.1,1834
Dark Hole,12,2021,Korean,7.6,4406
Grand Maison Tokyo,11,2019,Japanese,8.3,1109
I Promised You the Moon,5,2021,Thai,8.1,1627
Oh My Baby,16,2020,Korean,7.7,3740
The Flaming Heart,24,2021,Chinese,7.5,5934
IRIS,20,2009,Korean,7.9,2489
Duty After School: Part 2,4,2023,Korean,7.1,7909
To Fly With You,35,2021,Chinese,8.5,502
Since I Met U,16,2022,Chinese,8.0,1990
Red Balloon,8,2017,Taiwanese,7.6,4897
Ohitorisama,10,2009,Japanese,7.2,7700
How to Be Thirty,15,2021,Korean,7.0,8358
The Science of Falling in Love,24,2023,Chinese,7.8,3192
Woman with a Suitcase,16,2016,Korean,7.5,5344
Cheo Yong Season 2,10,2015,Korean,7.9,2573
Suiyobi 22-ji dake no Kare,6,2021,Japanese,7.6,4420
Beloved Life,36,2022,Chinese,7.8,3443
Triad Princess,6,2019,Taiwanese,7.1,7996
Ultimate Note,37,2020,Chinese,8.7,232
Love and Destiny,60,2019,Chinese,8.4,796
Reinoryokusha Odagiri Kyoko no Uso,9,2010,Japanese,7.5,5561
Mute,4,2020,Korean,7.5,5814
Glitch,10,2022,Korean,7.4,6140
Gakkou no Kaidan,10,2015,Japanese,7.9,2522
Boku wa Doko kara,11,2020,Japanese,7.4,6168
The Glory,8,2022,Korean,8.9,77
Destiny's Love,36,2019,Chinese,7.6,5168
Alone in Love,16,2006,Korean,7.5,5206
Hello Mr. Right,24,2016,Chinese,7.2,7476
Police University,16,2021,Korean,7.9,2635
Lavender,15,2001,Taiwanese,7.4,6303
Kiss × Kiss × Kiss ~ Melting Night ~,10,2022,Japanese,7.2,7319
Our Gap Soon,61,2016,Korean,7.1,8135
The Quiz Show 2,10,2009,Japanese,8.0,1959
Aku no Hado,5,2019,Japanese,7.6,4382
Call of the Country,16,2010,Korean,7.1,7896
Numbers,12,2023,Korean,7.9,2968
Witch's Court,16,2017,Korean,8.1,1886
Jiu,9,2011,Japanese,7.1,7856
Please Don’t Spoil Me,24,2022,Chinese,7.9,2467
The Blooms at Ruyi Pavilion,40,2020,Chinese,8.1,1575
DOCTORS Saikyou no Meii,8,2011,Japanese,7.8,3337
Athena: Goddess of War,20,2010,Korean,7.2,7273
Romance Beyond Romance,23,2023,Chinese,7.3,7085
Moteki,12,2010,Japanese,7.3,7110
Queen for Seven Days,20,2017,Korean,8.2,1203
Racket Boys,16,2021,Korean,8.7,195
Nothing But You,38,2023,Chinese,8.3,964
School Tales the Series,8,2022,Thai,7.5,5824
Star's Lover,20,2008,Korean,7.2,7507
Love Everlasting,30,2022,Chinese,7.4,6429
In Between,15,2012,Taiwanese,7.4,5947
What's Up?,20,2011,Korean,7.6,4862
Perfect Crime,10,2019,Japanese,7.1,8132
Self,6,2022,Thai,6.8,8744
Final Fantasy XIV: Hikari no Otousan,8,2017,Japanese,7.7,3955
Doctor X,8,2012,Japanese,8.2,1453
Person Who Gives Happiness,118,2016,Korean,7.6,4478
First Love Again,24,2021,Chinese,7.9,2568
"Okusama wa, Tori Atsukai Chui",10,2017,Japanese,8.1,1721
The Sand Princess,14,2019,Thai,7.8,3303
"Remember, Hari",12,2018,Korean,7.6,4905
Mistress,12,2018,Korean,8.1,1823
Kazoku no Katachi,10,2016,Japanese,8.2,1371
D.P. Season 2,6,2023,Korean,8.7,204
Summer Again,24,2021,Chinese,8.3,1092
Occupied Heart,16,2018,Thai,8.0,2202
"Bring It On, Ghost",16,2016,Korean,8.1,1534
Time Between Dog and Wolf,16,2007,Korean,8.2,1464
The Girl Who Sees Scents,16,2015,Korean,7.9,2819
Ie Uru Onna,10,2016,Japanese,8.0,2228
My Everlasting Bride,24,2023,Chinese,7.5,5610
Entertainer,18,2016,Korean,7.7,4274
Gunman In Joseon,22,2014,Korean,7.7,4199
Homesick,12,2022,Chinese,7.8,3328
Blueming,11,2022,Korean,8.1,1746
Falling in Love,12,2021,Chinese,7.2,7647
Tantei no Tantei,11,2015,Japanese,7.8,3597
Angel's Last Mission: Love,32,2019,Korean,8.4,659
Mirai Sentai Timeranger,51,2000,Japanese,8.1,1829
Granting You a Dreamlike Life,40,2018,Chinese,7.7,4314
Cheap Love,10,1999,Japanese,7.1,7939
Punch,19,2014,Korean,8.1,1559
Single Dad In Love,16,2008,Korean,6.8,8686
Siren,9,2015,Japanese,8.0,2351
The Ideal City,40,2021,Chinese,8.1,1592
Summer's Desire,14,2010,Taiwanese,7.6,4556
Be With Me,24,2015,Taiwanese,7.3,6639
Midas,21,2011,Korean,7.1,7936
The Prince Who Turns into a Frog,26,2021,Thai,7.2,7387
Touch Your Heart,16,2019,Korean,8.3,1106
Youth,24,2018,Chinese,7.8,3124
Anego,10,2005,Japanese,7.0,8164
Love in Between,43,2020,Chinese,7.9,2733
Gokusen 3,11,2008,Japanese,7.8,3194
More than Blue: The Series,10,2021,Taiwanese,8.8,116
Palace of Devotion,61,2021,Chinese,7.6,4653
The Demon Master,46,2018,Chinese,7.6,4607
Umi no Ue no Shinryoujo,11,2013,Japanese,7.6,4595
A Love Journal,25,2022,Chinese,7.1,7791
Suugaku Joshi Gakuen,12,2012,Japanese,6.9,8457
Gentlemen of East 8th,40,2022,Chinese,7.8,3332
Survival Wedding,10,2018,Japanese,7.4,5989
Peach of Time,10,2021,Korean,7.4,6211
Love Shuffle,10,2009,Japanese,8.0,1937
Taiyo to Umi no Kyoshitsu,10,2008,Japanese,7.4,5971
Grid,10,2022,Korean,7.5,5673
Reborn,28,2020,Chinese,8.0,2370
Healer,20,2014,Korean,8.8,114
From Survivor to Healer,40,2019,Chinese,7.6,4969
Trial Marriage,24,2021,Chinese,7.4,6263
All I Want for Love Is You,32,2019,Chinese,7.8,3174
Flower Ever After,10,2018,Korean,7.7,3736
Irreplaceable Love,44,2020,Chinese,7.2,7400
Mad for Each Other,13,2021,Korean,8.5,549
I'm Not a Robot,32,2017,Korean,8.4,729
Item,32,2019,Korean,7.3,6975
The Bridal Mask,28,2012,Korean,8.6,404
Fugoh Keiji,10,2005,Japanese,7.1,7966
Scams,9,2019,Japanese,7.5,5885
Flower Crew: Joseon Marriage Agency,16,2019,Korean,7.8,3533
Sekai Ichi Muzukashii Koi,10,2016,Japanese,7.6,4985
YOUniverse,4,2018,Thai,7.4,6111
Because of Love,30,2022,Chinese,7.9,2527
"Boku, Unmei no Hito desu",10,2017,Japanese,7.9,2870
Nobushi no Gourmet,12,2017,Japanese,7.8,3027
River’s Edge Okawabata Tanteisha,12,2014,Japanese,7.7,3738
Ngao Kammathep,17,2010,Thai,7.2,7512
Guilty: Kono Koi wa Tsumi Desuka,10,2020,Japanese,7.2,7610
"Bread, Love and Dreams",30,2010,Korean,8.1,1841
Bad Guy,17,2010,Korean,7.6,4367
Sagideka,5,2019,Japanese,7.6,4693
Out of Breath,3,2019,Korean,7.8,3364
Les Interprètes,45,2016,Chinese,7.2,7297
Nirvana in Fire Season 2: The Wind Blows in Chang Lin,50,2017,Chinese,8.7,251
Taiyou no Kisetsu,11,2002,Japanese,7.2,7681
Ping Pong Life,44,2021,Chinese,8.3,1014
Poo Bao Indy Yayee Inter,17,2019,Thai,7.7,4087
Mental Coach Jegal,16,2022,Korean,7.9,2695
Youths in the Breeze,24,2020,Chinese,7.5,5355
Suddenly Seventeen,26,2016,Chinese,7.5,5579
Jun Jiu Ling,40,2021,Chinese,8.3,929
Baker Boys,12,2021,Thai,7.2,7313
ToGetHer,13,2009,Taiwanese,7.1,7849
Hello Debate Opponent Season 2,30,2021,Chinese,7.7,3772
Sweet Combat,38,2018,Chinese,7.7,3916
Anata no Koto wa Sore Hodo,10,2017,Japanese,7.0,8308
My Princess,16,2011,Korean,7.5,5615
Crushes Reverse,8,2018,Korean,7.6,4474
Strongest Deliveryman,16,2017,Korean,7.8,3078
Koo Za Rot Zab,15,2017,Thai,7.4,6490
Legend of Yunze Season 2,15,2022,Chinese,7.7,3766
Vampire Flower,6,2014,Korean,7.0,8304
"Romance, Talking",8,2020,Korean,7.5,5806
Dr. Frost,10,2014,Korean,7.6,4387
My Chilling Roommate,10,2022,Korean,7.1,7962
Rookies,11,2008,Japanese,7.9,2447
Cheat My Boss,24,2019,Chinese,7.4,6152
Talio Fukushu Daiko no Futari,7,2020,Japanese,7.7,4054
Bad Romance,13,2016,Thai,7.0,8306
My Father Is Strange,52,2017,Korean,8.5,414
Haha ni Naru,10,2017,Japanese,7.9,2563
Big Dragon,8,2022,Thai,7.3,6959
Good Manager,20,2017,Korean,8.6,390
Hit the Spot,8,2022,Korean,8.3,887
Chasing Ball,36,2019,Chinese,7.8,3207
"Hello, My Youth",20,2021,Chinese,7.9,2683
Hateful But Once Again,24,2009,Korean,7.0,8284
Login to You,3,2018,Korean,7.3,6697
The Ambiguous Focus,6,2018,Chinese,7.2,7606
Love That Makes You Cry,10,2016,Japanese,7.8,3635
True Colours,24,2020,Chinese,7.4,6047
Douluo Continent,40,2021,Chinese,8.4,745
Somehow 18,10,2017,Korean,8.2,1440
Ring Ring Bell,15,2011,Taiwanese,7.3,6869
I Need Romance Season 2,16,2012,Korean,7.5,5602
Samurai Sensei,8,2015,Japanese,7.7,4265
I'm Home,10,2015,Japanese,7.8,3579
My Dear Brothers,35,2021,Chinese,7.7,3689
Kamen Rider Hibiki,48,2005,Japanese,7.3,7007
A Different Kind of Pretty Man,20,2014,Chinese,7.4,6528
Love You Day and Month,12,2022,Chinese,6.8,8741
My Fantastic Mrs Right,12,2020,Chinese,7.7,3790
"Hold On, My Lady",12,2021,Chinese,7.8,3144
God of War,56,2012,Korean,7.6,4450
Thumping Spike 2,20,2016,Korean,7.6,5138
2gether,13,2020,Thai,7.8,3476
Waiting for You in the Future,36,2019,Chinese,7.9,2392
Advertising Genius Lee Tae Baek,16,2013,Korean,6.8,8768
Denei Shojo: Video Girl AI 2018,12,2018,Japanese,7.3,6661
2 Moons: The Ambassador,12,2022,Thai,6.8,8758
1 Pound no Fukuin,9,2008,Japanese,7.3,6752
Theseus no Fune,10,2020,Japanese,7.8,3019
Flames of Desire,50,2010,Korean,6.8,8700
Higashino Keigo Samayou Yaiba,6,2021,Japanese,8.0,2074
Why Did You Come to My House?,20,2008,Korean,7.0,8373
Novoland: The Castle in the Sky Season 2,34,2020,Chinese,7.8,3372
GTO: Remake Season 2,11,2014,Japanese,7.9,2890
Avengers Social Club,12,2017,Korean,8.5,416
Intense Love,24,2020,Chinese,8.2,1226
Tang Dynasty Tour,36,2018,Chinese,7.7,3869
Sh**ting Stars,16,2022,Korean,8.3,825
The Best Ending,8,2019,Korean,7.7,3759
Bad Romeo,17,2022,Thai,8.0,2025
"Nabi, My Stepdarling",22,2021,Thai,7.3,6783
Nusumareta Kao: Miatari Sosahan,5,2019,Japanese,7.2,7427
Long-Distance Relationship,34,2017,Chinese,7.2,7352
Le Coup de Foudre,35,2019,Chinese,8.5,526
Love Beyond Frontier,13,2019,Thai,7.8,3558
Strange Tales of Tang Dynasty,36,2022,Chinese,8.3,1033
Nobunaga Concerto,11,2014,Japanese,8.3,939
"Poong, the Joseon Psychiatrist Season 2",10,2023,Korean,8.0,2358
She and Her Perfect Husband,40,2022,Chinese,7.9,2523
Re: Na mo Naki Sekai no End Roll: Half a Year Later,3,2021,Japanese,7.5,5496
Lucifer,20,2007,Korean,7.9,2868
Be Reborn,26,2022,Chinese,8.3,931
Angel Beside Me,12,2020,Thai,7.8,3525
Jizoku Kanona Koi Desuka: Chichi to Musume no Kekkon Koushinkyoku,10,2022,Japanese,7.7,4248
Nobuta wo Produce,10,2005,Japanese,7.8,3100
Papa to Musume no Nanokakan,7,2007,Japanese,7.6,5164
Death Cash,10,2016,Japanese,7.2,7355
Kangoku no Ohimesama,10,2017,Japanese,7.8,3002
Love Family,72,2013,Taiwanese,7.5,5913
Hellbound,6,2021,Korean,7.5,5328
The Confidence,40,2020,Chinese,7.8,3205
Bokutachi ga Yarimashita,10,2017,Japanese,7.5,5616
The Gravity of a Rainbow,40,2019,Chinese,7.6,4821
The Sound of Your Heart: Reboot,10,2018,Korean,7.4,6366
"Isekai Izakaya ""Nobu""",10,2020,Japanese,7.7,3718
The Destiny of White Snake,61,2018,Chinese,7.9,2658
Nowhere Man,8,2019,Taiwanese,7.4,5975
Best Get Going,35,2015,Chinese,7.4,6430
Painting Heart Expert,20,2017,Chinese,7.4,6605
Princess Agents,67,2017,Chinese,8.2,1247
Ubaat Rai Ubaat Ruk,16,2021,Thai,7.3,6767
Secret Royal Inspector & Joy,16,2021,Korean,7.8,3112
Remember You,16,2021,Thai,8.0,2084
Ashes of Love,63,2018,Chinese,8.6,372
My Sunshine,32,2015,Chinese,7.9,2702
Lover or Stranger,29,2021,Chinese,7.5,5533
"Bad Thief, Good Thief",50,2017,Korean,7.6,4818
Shopping King Louie,16,2016,Korean,8.1,1591
The Suspicious Housekeeper,20,2013,Korean,7.7,4195
Best Chicken,12,2019,Korean,7.2,7264
Prime Minister and I,17,2013,Korean,7.3,6908
Glass Mask Season 2,12,1998,Japanese,7.7,3711
Meitantei no Okite,10,2009,Japanese,7.2,7437
The Wife's Secret,55,2014,Chinese,7.3,7221
Pretty Man,28,2018,Chinese,7.1,8110
"Fight Hard, Love Harder Season 2",4,2020,Korean,7.3,6935
Bang Rak Soi 9/1,55,2016,Thai,7.7,4349
DOCTORS Saikyou no Meii Season 2,9,2013,Japanese,7.8,3070
Cold Case: Shinjitsu no Tobira Season 3,10,2020,Japanese,8.2,1321
Bad Guys,11,2014,Korean,8.5,475
Atashinchi no Danshi,11,2009,Japanese,7.7,4069
The Trust,30,2023,Chinese,7.7,4134
About Is Love Season 2,24,2022,Chinese,7.6,4388
Angel 'N' Devil,26,2014,Taiwanese,7.6,4998
Love Cuisine,22,2015,Taiwanese,7.7,4194
Dream Garden,16,2021,Chinese,7.9,2469
At Home Dad,12,2004,Japanese,7.6,4782
Wolf,13,2019,Thai,7.6,4509
Scarlet Heart,35,2011,Chinese,8.4,730
Temptation of Wife,129,2008,Korean,7.6,4582
Novoland: Pearl Eclipse,48,2021,Chinese,8.3,1080
Watashi ga Kemono ni Natta Yoru 3,4,2022,Japanese,7.3,7045
Joosama ni Sasagu Kusuriyubi,6,2023,Japanese,7.4,6013
The Liar and His Lover,16,2017,Korean,7.5,5891
Battle of Changsha,32,2014,Chinese,8.6,298
Moyashimon,11,2010,Japanese,6.9,8596
The Youth Memories,38,2023,Chinese,8.3,1032
Just One Bite,8,2018,Korean,7.9,2992
Kaew Lorm Petch,24,2008,Thai,7.3,7019
Lost Romance,20,2020,Taiwanese,8.4,635
Monster,50,2016,Korean,7.3,7171
Candle in the Tomb,21,2016,Chinese,7.8,3089
Tokyo DOGS,10,2009,Japanese,7.8,3424
Doki no Sakura,10,2019,Japanese,7.9,2829
I See You,12,2016,Thai,7.5,5680
Daisuki!!,10,2008,Japanese,7.8,3171
Love Song,10,2016,Japanese,7.6,4957
Iari: Mienai Kao,6,2018,Japanese,7.7,3849
The Snow Queen,16,2006,Korean,7.7,3994
Who's the One,13,2011,Taiwanese,7.2,7624
Graceful Friends,17,2020,Korean,7.5,5670
Hanzawa Naoki,10,2013,Japanese,8.6,287
HiGH&LOW Season 2,10,2016,Japanese,8.2,1334
Secret Royal Inspector,16,2020,Korean,8.1,1920
Majisuka Gakuen 3,12,2012,Japanese,7.1,8075
Okaeri Mone,120,2021,Japanese,8.2,1434
Lightning,31,2017,Chinese,7.8,3569
Mengfei Comes Across,36,2018,Chinese,7.5,5685
Only You,16,2005,Korean,7.0,8307
My Marvellous Fable,24,2023,Chinese,7.5,5847
Hidden Identity,16,2015,Korean,7.7,4209
Wanida,16,2010,Thai,7.7,4000
Stairway to Heaven,20,2003,Korean,7.9,2761
Double Savage,12,2023,Thai,7.7,3671
The Song of Glory,53,2020,Chinese,7.9,2894
My Friendship 2: Before the Rainbow,2,2022,Thai,7.1,7986
Soul Mechanic,32,2020,Korean,7.8,3459
HIStory1: Obsessed,4,2017,Taiwanese,7.1,7998
The Legend of White Snake,36,2019,Chinese,7.6,4979
U-Prince: The Foxy Pilot,4,2016,Thai,7.5,5321
I Picked Up a Star on the Road,10,2018,Korean,7.4,5956
Aono-kun ni Sawaritai kara Shinitai,10,2022,Japanese,7.5,5351
Memory Lost Season 3,12,2016,Chinese,8.1,1789
The Heart of Genius,34,2022,Chinese,8.1,1813
Pride and Prejudice,21,2014,Korean,7.6,5160
Wacko at Law,15,2020,Taiwanese,7.9,2754
Playful Kiss,16,2010,Korean,7.2,7257
Breaking Dawn,24,2019,Chinese,7.6,4371
Demi-Gods and Semi-Devils,50,2021,Chinese,7.5,5331
Godhand Teru,6,2009,Japanese,7.3,6976
Surgeon Bong Dal Hee,18,2007,Korean,7.6,4685
Kazokugari,10,2014,Japanese,7.7,3907
Tree With Deep Roots,24,2011,Korean,8.3,1019
The Eternal Love Season 3,30,2021,Chinese,8.0,1935
Ye Cheng,16,2023,Chinese,7.5,5298
Back From the Brink,40,2023,Chinese,8.5,481
Battle for Happiness,16,2023,Korean,7.8,3024
Diver: Tokushu Sennyuhan,5,2020,Japanese,7.6,4496
Remember: War of the Son,20,2015,Korean,8.2,1282
Kingyo Tsuma,8,2022,Japanese,7.2,7721
